date,amount,merchant,category,type,bank,day_of_week,hour,time_category,period_code,period_range
2025-03-16 21:27:00,4950,성신정문점 런드리익스프레스샵,,일시불,신한,6,21,evening,2025-W11,2025-03-10/2025-03-16
2025-03-16 21:26:00,4950,성신정문점 런드리익스프레스샵,,일시불,신한,6,21,evening,2025-W11,2025-03-10/2025-03-16
2025-03-16 19:18:00,11300,투썸플레이스 서울숲역점,,일시불,신한,6,19,evening,2025-W11,2025-03-10/2025-03-16
2025-03-16 15:28:00,30000,탐광,,일시불,신한,6,15,afternoon,2025-W11,2025-03-10/2025-03-16
2025-03-15 12:41:00,20000,우아한형제들㈜,,일시불,신한,5,12,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-15 12:27:00,70000,가르니에헤어커커,,일시불,신한,5,12,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-14 23:19:00,66500,역전할머니맥주성신여대,,일시불,신한,4,23,evening,2025-W10,2025-03-10/2025-03-16
2025-03-14 22:03:00,12000,주식회사 서북,,일시불,신한,4,22,evening,2025-W10,2025-03-10/2025-03-16
2025-03-14 21:46:00,166000,김통,,일시불,신한,4,21,evening,2025-W10,2025-03-10/2025-03-16
2025-03-14 20:18:00,196000,김통,,일시불,신한,4,20,evening,2025-W10,2025-03-10/2025-03-16
2025-03-14 16:14:00,200,출력119,,일시불,신한,4,16,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-14 16:12:00,200,출력119,,일시불,신한,4,16,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-14 15:43:00,1200,출력119,,일시불,신한,4,15,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-14 15:39:00,200,출력119,,일시불,신한,4,15,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-14 15:35:00,700,출력119,,일시불,신한,4,15,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-14 15:24:00,6500,주식회사 에스씨케이컴퍼니,,일시불,신한,4,15,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-14 15:23:00,10000,(주)에스씨케이 컴퍼니,,일시불,신한,4,15,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-14 15:15:00,10000,CJ올리브영,,일시불,신한,4,15,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-13 12:55:00,4600,더비즈랩 성신여대 수하루점,,일시불,신한,3,12,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-12 17:02:00,10000,온기,,일시불,신한,2,17,afternoon,2025-W10,2025-03-10/2025-03-16
2025-03-09 15:13:00,9700,메가커피공덕SK리더스뷰,,일시불,신한,6,15,afternoon,2025-W10,2025-03-03/2025-03-09
2025-03-08 21:32:00,17800,더블브이커피,,일시불,신한,5,21,evening,2025-W09,2025-03-03/2025-03-09
2025-03-08 19:40:00,35000,파리바게뜨카페(화정역점),,일시불,신한,5,19,evening,2025-W09,2025-03-03/2025-03-09
2025-03-07 15:00:00,3850,메고지고 떡창고 성신여대점,,일시불,신한,4,15,afternoon,2025-W09,2025-03-03/2025-03-09
2025-03-06 17:08:00,49840,주식회사 위블링,,일시불,신한,3,17,afternoon,2025-W09,2025-03-03/2025-03-09
2025-03-06 13:32:00,3400,오와케이크 성산여대점,,일시불,신한,3,13,afternoon,2025-W09,2025-03-03/2025-03-09
2025-03-05 16:00:00,3600,더비즈랩 성신여대 수하루점,,일시불,신한,2,16,afternoon,2025-W09,2025-03-03/2025-03-09
2025-03-03 01:25:00,5196,Amazon_AWS,,일시불,신한,0,1,night,2025-W09,2025-03-03/2025-03-09
2025-03-02 19:48:00,53400,달의계단,,일시불,신한,6,19,evening,2025-W09,2025-02-24/2025-03-02
2025-03-02 19:40:00,39000,우리닭갈비,,일시불,신한,6,19,evening,2025-W09,2025-02-24/2025-03-02
2025-03-01 18:00:00,7300,오와케이크 성산여대점,,일시불,신한,5,18,evening,2025-W08,2025-02-24/2025-03-02
2025-03-01 17:06:00,5000,성신정문점 런드리익스프레스샵,,일시불,신한,5,17,afternoon,2025-W08,2025-02-24/2025-03-02
2025-03-01 16:29:00,4950,성신정문점 런드리익스프레스샵,,일시불,신한,5,16,afternoon,2025-W08,2025-02-24/2025-03-02
2025-03-01 16:28:00,4950,성신정문점 런드리익스프레스샵,,일시불,신한,5,16,afternoon,2025-W08,2025-02-24/2025-03-02
2025-02-28 15:17:00,6300,대도마트,,일시불,신한,4,15,afternoon,2025-W08,2025-02-24/2025-03-02
2025-02-26 18:50:00,9380,대도마트,,일시불,신한,2,18,evening,2025-W08,2025-02-24/2025-03-02
2025-02-26 18:29:00,7000,미아리우동집 성신여대점,,일시불,신한,2,18,evening,2025-W08,2025-02-24/2025-03-02
2025-02-26 18:15:00,15840,씨제이올리브영(주)돈암중앙점,,일시불,신한,2,18,evening,2025-W08,2025-02-24/2025-03-02
2025-02-26 18:11:00,5200,씨제이올리브영(주)돈암중앙점,,일시불,신한,2,18,evening,2025-W08,2025-02-24/2025-03-02
2025-02-25 20:00:00,10800,씨제이올리브영(주)돈암중앙점,,일시불,신한,1,20,evening,2025-W08,2025-02-24/2025-03-02
2025-02-25 08:16:00,9400,티머니 개인택시,,일시불,신한,1,8,morning,2025-W08,2025-02-24/2025-03-02
2025-02-10 10:42:00,24600,주식회사 중소기업유통센터(인천,,일시불,신한,0,10,morning,2025-W06,2025-02-10/2025-02-16
2025-02-09 23:37:00,10900,GS25 신원당어울림점,,일시불,신한,6,23,evening,2025-W06,2025-02-03/2025-02-09
2025-02-09 17:53:00,11600,GS25 신원당어울림점,,일시불,신한,6,17,afternoon,2025-W06,2025-02-03/2025-02-09
2025-02-07 21:58:00,13600,씨제이올리브영(주)원당역점,,일시불,신한,4,21,evening,2025-W05,2025-02-03/2025-02-09
2025-02-07 20:41:00,25300,라화방 마라탕,,일시불,신한,4,20,evening,2025-W05,2025-02-03/2025-02-09
2025-02-07 15:17:00,76000,으뜸50안경일산원당점,,일시불,신한,4,15,afternoon,2025-W05,2025-02-03/2025-02-09
2025-02-07 14:59:00,3000,고양시청,,일시불,신한,4,14,afternoon,2025-W05,2025-02-03/2025-02-09
2025-02-06 21:11:00,12300,불꾼,,일시불,신한,3,21,evening,2025-W05,2025-02-03/2025-02-09
2025-02-06 16:14:00,5500,쏠티캐빈 화이트,,일시불,신한,3,16,afternoon,2025-W05,2025-02-03/2025-02-09
2025-02-06 15:33:00,1000,코레일유통주식회사(대곡역),,일시불,신한,3,15,afternoon,2025-W05,2025-02-03/2025-02-09
2025-02-05 19:59:00,3000,짱,,일시불,신한,2,19,evening,2025-W05,2025-02-03/2025-02-09
2025-02-05 19:58:00,1000,짱,,일시불,신한,2,19,evening,2025-W05,2025-02-03/2025-02-09
2025-02-05 19:24:00,8000,주식회사 서북,,일시불,신한,2,19,evening,2025-W05,2025-02-03/2025-02-09
2025-02-04 18:52:00,25000,츠키젠,,일시불,신한,1,18,evening,2025-W05,2025-02-03/2025-02-09
2025-02-04 18:38:00,1300,지에스25(GS25)S6합정역점,,일시불,신한,1,18,evening,2025-W05,2025-02-03/2025-02-09
2025-02-02 21:51:00,117,Amazon_AWS,,일시불,신한,6,21,evening,2025-W05,2025-01-27/2025-02-02
2025-02-02 16:22:00,2500,세븐일레븐 당산역점,,일시불,신한,6,16,afternoon,2025-W05,2025-01-27/2025-02-02
2025-02-01 19:06:00,10400,투썸플레이스 서울숲역점,,일시불,신한,5,19,evening,2025-W04,2025-01-27/2025-02-02
2025-02-01 18:24:00,30700,탄탄면공방 서울숲점,,일시불,신한,5,18,evening,2025-W04,2025-01-27/2025-02-02
